0.01,0
0.01,0.153846
0.01,0.307692
0.01,0.461538
0.01,0.615385
0.01,0.769231
0.01,0.923077
0.01,1.07692
0.01,1.23077
0.01,1.38462
0.01,1.53846
0.01,1.69231
0.01,1.84615
0.01,2
0.01,-0.153846
0.01,-0.307692
0.01,-0.461538
0.01,-0.615385
0.01,-0.769231
0.01,-0.923077
0.01,-1.07692
0.01,-1.23077
0.01,-1.38462
0.01,-1.53846
0.01,-1.69231
0.01,-1.84615
0.01,-2
0.1325,0
0.1325,0.153846
0.1325,0.307692
0.1325,0.461538
0.1325,0.615385
0.1325,0.769231
0.1325,0.923077
0.1325,1.07692
0.1325,1.23077
0.1325,1.38462
0.1325,1.53846
0.1325,1.69231
0.1325,1.84615
0.1325,2
0.1325,-0.153846
0.1325,-0.307692
0.1325,-0.461538
0.1325,-0.615385
0.1325,-0.769231
0.1325,-0.923077
0.1325,-1.07692
0.1325,-1.23077
0.1325,-1.38462
0.1325,-1.53846
0.1325,-1.69231
0.1325,-1.84615
0.1325,-2
0.255,0
0.255,0.153846
0.255,0.307692
0.255,0.461538
0.255,0.615385
0.255,0.769231
0.255,0.923077
0.255,1.07692
0.255,1.23077
0.255,1.38462
0.255,1.53846
0.255,1.69231
0.255,1.84615
0.255,2
0.255,-0.153846
0.255,-0.307692
0.255,-0.461538
0.255,-0.615385
0.255,-0.769231
0.255,-0.923077
0.255,-1.07692
0.255,-1.23077
0.255,-1.38462
0.255,-1.53846
0.255,-1.69231
0.255,-1.84615
0.255,-2
0.3775,0
0.3775,0.153846
0.3775,0.307692
0.3775,0.461538
0.3775,0.615385
0.3775,0.769231
0.3775,0.923077
0.3775,1.07692
0.3775,1.23077
0.3775,1.38462
0.3775,1.53846
0.3775,1.69231
0.3775,1.84615
0.3775,2
0.3775,-0.153846
0.3775,-0.307692
0.3775,-0.461538
0.3775,-0.615385
0.3775,-0.769231
0.3775,-0.923077
0.3775,-1.07692
0.3775,-1.23077
0.3775,-1.38462
0.3775,-1.53846
0.3775,-1.69231
0.3775,-1.84615
0.3775,-2
0.5,0
0.5,0.153846
0.5,0.307692
0.5,0.461538
0.5,0.615385
0.5,0.769231
0.5,0.923077
0.5,1.07692
0.5,1.23077
0.5,1.38462
0.5,1.53846
0.5,1.69231
0.5,1.84615
0.5,2
0.5,-0.153846
0.5,-0.307692
0.5,-0.461538
0.5,-0.615385
0.5,-0.769231
0.5,-0.923077
0.5,-1.07692
0.5,-1.23077
0.5,-1.38462
0.5,-1.53846
0.5,-1.69231
0.5,-1.84615
0.5,-2
0,0.6
