0.01,0
0.01,0.285714
0.01,0.571429
0.01,0.857143
0.01,1.14286
0.01,1.42857
0.01,1.71429
0.01,2
0.01,-0.285714
0.01,-0.571429
0.01,-0.857143
0.01,-1.14286
0.01,-1.42857
0.01,-1.71429
0.01,-2
0.258333,0
0.258333,0.285714
0.258333,0.571429
0.258333,0.857143
0.258333,1.14286
0.258333,1.42857
0.258333,1.71429
0.258333,2
0.258333,-0.285714
0.258333,-0.571429
0.258333,-0.857143
0.258333,-1.14286
0.258333,-1.42857
0.258333,-1.71429
0.258333,-2
0.506667,0
0.506667,0.285714
0.506667,0.571429
0.506667,0.857143
0.506667,1.14286
0.506667,1.42857
0.506667,1.71429
0.506667,2
0.506667,-0.285714
0.506667,-0.571429
0.506667,-0.857143
0.506667,-1.14286
0.506667,-1.42857
0.506667,-1.71429
0.506667,-2
0.755,0
0.755,0.285714
0.755,0.571429
0.755,0.857143
0.755,1.14286
0.755,1.42857
0.755,1.71429
0.755,2
0.755,-0.285714
0.755,-0.571429
0.755,-0.857143
0.755,-1.14286
0.755,-1.42857
0.755,-1.71429
0.755,-2
1.00333,0
1.00333,0.285714
1.00333,0.571429
1.00333,0.857143
1.00333,1.14286
1.00333,1.42857
1.00333,1.71429
1.00333,2
1.00333,-0.285714
1.00333,-0.571429
1.00333,-0.857143
1.00333,-1.14286
1.00333,-1.42857
1.00333,-1.71429
1.00333,-2
1.25167,0
1.25167,0.285714
1.25167,0.571429
1.25167,0.857143
1.25167,1.14286
1.25167,1.42857
1.25167,1.71429
1.25167,2
1.25167,-0.285714
1.25167,-0.571429
1.25167,-0.857143
1.25167,-1.14286
1.25167,-1.42857
1.25167,-1.71429
1.25167,-2
1.5,0
1.5,0.285714
1.5,0.571429
1.5,0.857143
1.5,1.14286
1.5,1.42857
1.5,1.71429
1.5,2
1.5,-0.285714
1.5,-0.571429
1.5,-0.857143
1.5,-1.14286
1.5,-1.42857
1.5,-1.71429
1.5,-2
