0.000100 0.000000 0.000000,0.003200 0.000000 0.000000,0.006300 0.000000 0.000000,0.009400 0.000000 0.000000,0.012500 0.000000 0.000000,0.015600 0.000000 0.000000,0.018700 0.000000 0.000000,0.021800 0.000000 0.000000,0.024900 0.000000 0.000000,0.028000 0.000000 0.000000,0.031100 0.000000 0.000000,0.034200 0.000000 0.000000,0.037300 0.000000 0.000000,0.040400 0.000000 0.000000,0.043500 0.000000 0.000000,0.046600 0.000000 0.000000,0.049700 0.000000 0.000000,0.052800 0.000000 0.000000,0.055900 0.000000 0.000000,0.060100 0.000000 0.000000,
0.000100 0.000000 0.000000,0.003197 0.000113 0.000000,0.006280 0.000431 0.000000,0.009336 0.000954 0.000000,0.012349 0.001677 0.000000,0.015308 0.002600 0.000000,0.018200 0.003716 0.000000,0.021010 0.005022 0.000000,0.023728 0.006512 0.000000,0.026341 0.008179 0.000000,0.028838 0.010016 0.000000,0.031207 0.012014 0.000000,0.033438 0.014166 0.000000,0.035522 0.016460 0.000000,0.037448 0.018888 0.000000,0.039210 0.021439 0.000000,0.040798 0.024100 0.000000,0.042206 0.026861 0.000000,0.043427 0.029710 0.000000,0.044775 0.033686 0.000000,
0.000100 0.000000 0.000000,0.003190 0.000226 0.000000,0.006222 0.000859 0.000000,0.009144 0.001888 0.000000,0.011904 0.003294 0.000000,0.014453 0.005054 0.000000,0.016746 0.007137 0.000000,0.018744 0.009504 0.000000,0.020410 0.012116 0.000000,0.021716 0.014925 0.000000,0.022638 0.017882 0.000000,0.023160 0.020936 0.000000,0.023273 0.024031 0.000000,0.022975 0.027115 0.000000,0.022271 0.030131 0.000000,0.021174 0.033028 0.000000,0.019703 0.035754 0.000000,0.017883 0.038261 0.000000,0.015748 0.040505 0.000000,0.012418 0.043056 0.000000,
0.000100 0.000001 0.000000,0.003176 0.000338 0.000000,0.006125 0.001278 0.000000,0.008829 0.002783 0.000000,0.011182 0.004794 0.000000,0.013090 0.007230 0.000000,0.014478 0.009997 0.000000,0.015291 0.012983 0.000000,0.015497 0.016071 0.000000,0.015087 0.019138 0.000000,0.014078 0.022064 0.000000,0.012510 0.024732 0.000000,0.010445 0.027037 0.000000,0.007964 0.028888 0.000000,0.005166 0.030210 0.000000,0.002162 0.030953 0.000000,-0.000930 0.031086 0.000000,-0.003987 0.030605 0.000000,-0.006889 0.029527 0.000000,-0.010368 0.027197 0.000000,
0.000100 0.000001 0.000000,0.003158 0.000450 0.000000,0.005991 0.001686 0.000000,0.008400 0.003622 0.000000,0.010216 0.006124 0.000000,0.011311 0.009014 0.000000,0.011609 0.012091 0.000000,0.011088 0.015137 0.000000,0.009786 0.017940 0.000000,0.007793 0.020303 0.000000,0.005250 0.022060 0.000000,0.002335 0.023087 0.000000,-0.000748 0.023312 0.000000,-0.003781 0.022721 0.000000,-0.006553 0.021353 0.000000,-0.008868 0.019305 0.000000,-0.010565 0.016721 0.000000,-0.011523 0.013783 0.000000,-0.011676 0.010696 0.000000,-0.010589 0.006662 0.000000,
0.000100 0.000001 0.000000,0.003135 0.000560 0.000000,0.005821 0.002078 0.000000,0.007866 0.004389 0.000000,0.009046 0.007240 0.000000,0.009231 0.010321 0.000000,0.008402 0.013293 0.000000,0.006649 0.015832 0.000000,0.004163 0.017661 0.000000,0.001218 0.018580 0.000000,-0.001867 0.018488 0.000000,-0.004753 0.017395 0.000000,-0.007124 0.015421 0.000000,-0.008723 0.012782 0.000000,-0.009373 0.009765 0.000000,-0.009005 0.006702 0.000000,-0.007657 0.003926 0.000000,-0.005478 0.001741 0.000000,-0.002706 0.000386 0.000000,0.001450 0.000121 0.000000,
0.000100 0.000001 0.000000,0.003106 0.000669 0.000000,0.005618 0.002451 0.000000,0.007241 0.005068 0.000000,0.007721 0.008110 0.000000,0.006983 0.011100 0.000000,0.005142 0.013569 0.000000,0.002487 0.015130 0.000000,-0.000565 0.015538 0.000000,-0.003537 0.014730 0.000000,-0.005962 0.012832 0.000000,-0.007460 0.010142 0.000000,-0.007797 0.007081 0.000000,-0.006919 0.004129 0.000000,-0.004964 0.001749 0.000000,-0.002239 0.000314 0.000000,0.000829 0.000050 0.000000,0.003759 0.000997 0.000000,0.006092 0.003006 0.000000,0.007672 0.006843 0.000000,
0.000100 0.000001 0.000000,0.003073 0.000776 0.000000,0.005382 0.002802 0.000000,0.006539 0.005649 0.000000,0.006295 0.008711 0.000000,0.004705 0.011339 0.000000,0.002105 0.012976 0.000000,-0.000953 0.013272 0.000000,-0.003819 0.012165 0.000000,-0.005885 0.009891 0.000000,-0.006711 0.006932 0.000000,-0.006123 0.003917 0.000000,-0.004246 0.001486 0.000000,-0.001477 0.000154 0.000000,0.001595 0.000206 0.000000,0.004317 0.001630 0.000000,0.006112 0.004123 0.000000,0.006599 0.007156 0.000000,0.005673 0.010086 0.000000,0.002560 0.012801 0.000000,
0.000100 -0.000000 0.000000,0.003197 -0.000113 0.000000,0.006280 -0.000431 0.000000,0.009336 -0.000954 0.000000,0.012349 -0.001677 0.000000,0.015308 -0.002600 0.000000,0.018200 -0.003716 0.000000,0.021010 -0.005022 0.000000,0.023728 -0.006512 0.000000,0.026341 -0.008179 0.000000,0.028838 -0.010016 0.000000,0.031207 -0.012014 0.000000,0.033438 -0.014166 0.000000,0.035522 -0.016460 0.000000,0.037448 -0.018888 0.000000,0.039210 -0.021439 0.000000,0.040798 -0.024100 0.000000,0.042206 -0.026861 0.000000,0.043427 -0.029710 0.000000,0.044775 -0.033686 0.000000,
0.000100 -0.000000 0.000000,0.003190 -0.000226 0.000000,0.006222 -0.000859 0.000000,0.009144 -0.001888 0.000000,0.011904 -0.003294 0.000000,0.014453 -0.005054 0.000000,0.016746 -0.007137 0.000000,0.018744 -0.009504 0.000000,0.020410 -0.012116 0.000000,0.021716 -0.014925 0.000000,0.022638 -0.017882 0.000000,0.023160 -0.020936 0.000000,0.023273 -0.024031 0.000000,0.022975 -0.027115 0.000000,0.022271 -0.030131 0.000000,0.021174 -0.033028 0.000000,0.019703 -0.035754 0.000000,0.017883 -0.038261 0.000000,0.015748 -0.040505 0.000000,0.012418 -0.043056 0.000000,
