#{"t_start": 1683617263.6796248, "env_id": "TurtleBot3tentabot_drl-v00"}
r,l,t
38.147943,127,3038.982334
-2.524196,196,3074.357396
38.787958,91,3091.285277
40.082265,160,3120.586603
38.760631,142,3146.174166
38.352172,94,3163.739249
39.231748,202,3200.65685
38.929545,151,3227.827743
38.136391,196,3262.913434
-5.307496,52,3273.555001
38.771149,94,3291.357684
38.982871,117,3313.085672
39.465157,223,3353.48118
38.796424,158,3381.945264
39.94018,205,3418.556199
38.044829,93,3436.017898
-4.28432,66,3448.790186
39.141412,162,3478.042868
38.693241,98,3496.454477
38.063298,133,3520.601332
39.128398,131,3545.538221
38.476655,94,3563.09503
-2.369666,177,3595.045437
38.843196,96,3613.157667
38.869719,106,3632.844334
38.935938,118,3654.31436
38.793734,122,3676.639298
38.467854,146,3702.854302
-4.84182,163,3733.173006
39.378341,103,3752.351386
38.581328,119,3774.256506
39.007467,90,3791.284555
39.357331,157,3819.67992
39.602104,115,3840.883376
39.099771,116,3862.252384
39.087839,99,3880.878407
-4.404987,57,3892.097133
-4.912943,55,3903.01722
39.072203,106,3923.596351
-6.271643,80,3939.032141
38.319404,122,3961.315917
39.380433,108,3981.055652
38.588624,124,4003.95072
38.620202,97,4022.262803
38.903256,153,4049.901184
38.94702,83,4065.61025
-0.510394,104,4085.32155
38.695212,115,4107.317803
38.489109,230,4148.138328
39.683121,207,4185.38089
39.416829,92,4203.028177
38.227912,126,4226.101604
38.474769,115,4247.448512
38.896364,153,4275.819262
-8.6087,11,4279.315596
38.914152,108,4299.33555
39.566597,142,4325.361027
38.872976,89,4342.025991
38.464204,130,4365.766157
38.639621,101,4384.464376
38.423933,177,4416.272357
39.708361,174,4447.653037
39.085678,134,4472.809253
39.841518,111,4493.442203
-6.147942,107,4513.068736
39.742526,231,4553.819152
38.435038,150,4580.893706
38.360519,135,4605.640268
38.159437,155,4633.541696
38.836078,104,4653.90783
-0.21571,92,4671.06769
39.286369,176,4702.747426
38.984833,173,4733.759849
38.479974,125,4756.897265
-3.22141,74,4771.16292
39.080699,99,4789.630818
-3.257501,133,4813.965622
40.375528,271,4862.549021
38.925758,123,4885.125995
-3.569993,56,4896.460409
-7.117371,50,4906.606926
38.273872,96,4924.343841
0.299776,104,4943.801098
38.806108,105,4963.111102
39.414293,201,4999.051772
39.47013,210,5037.836379
-3.833501,56,5049.089168
38.933978,103,5068.329022
39.200034,156,5096.441176
39.423925,109,5116.630652
-3.293951,74,5131.142672
38.868969,98,5149.565188
39.186856,163,5179.180484
39.296967,169,5210.63355
38.975423,93,5228.047739
39.372591,96,5245.882618
38.864928,126,5268.948711
38.936652,89,5285.832182
38.32709,163,5315.190305
39.637974,107,5335.147109
38.335658,117,5356.854962
39.589275,117,5378.185545
-5.605198,34,5386.326522
38.667307,121,5408.542213
39.300555,145,5434.676116
-5.604421,56,5445.660499
39.205826,147,5472.451738
38.373755,100,5491.434431
-4.474862,56,5502.555853
39.085221,105,5521.932603
-4.239022,60,5533.664352
39.147297,124,5556.523129
-4.984448,58,5568.036355
39.513538,156,5596.783123
38.612249,139,5621.624238
38.395145,102,5640.673156
39.114283,113,5661.183357
39.594742,104,5680.620529
38.569221,101,5699.342739
39.781411,159,5728.263519
-1.602945,76,5742.740405
-0.349709,105,5763.026911
38.690938,133,5787.219062
39.312578,186,5820.868315
39.344528,115,5842.176354
-1.183294,83,5857.817581
39.303579,123,5880.214774
38.823896,148,5906.924457
39.37496,105,5926.506112
38.661282,119,5949.213929
38.927285,128,5972.540356
38.593211,102,5991.501567
38.517338,156,6019.900055
39.273781,100,6039.035678
39.597552,134,6063.439463
38.626494,144,6089.465172
39.944189,114,6110.606174
38.688369,96,6129.600843
34.187861,339,6189.120594
38.707404,145,6215.553689
39.064138,153,6243.262141
39.214402,181,6275.846999
38.975054,189,6310.7407
38.852993,113,6331.540662
-3.554102,81,6347.084882
38.998643,117,6368.388304
-4.591981,56,6379.76451
-1.11564,86,6396.072699
38.867721,106,6415.746239
38.220371,172,6446.864612
-0.668461,82,6462.346543
39.55227,135,6486.981196
-3.08934,62,6499.96452
39.097885,114,6520.943626
39.767687,128,6544.503207
37.986752,96,6562.597405
39.792001,185,6595.674396
-3.198383,54,6606.720139
-4.119984,68,6619.884517
39.254721,135,6644.52886
39.071285,134,6668.885692
38.6786,140,6695.00048
38.434616,109,6714.896939
39.64021,128,6738.248624
39.505134,133,6762.420179
38.906902,102,6781.435888
-3.79715,67,6794.725229
39.712982,153,6822.519929
38.982749,132,6847.180349
-4.262961,103,6867.080428
-3.041886,59,6878.696962
38.840149,145,6905.013854
38.832821,96,6923.082155
39.483212,131,6947.380765
38.939241,109,6967.760404
39.498486,153,6995.502976
38.867884,96,7013.410224
39.17131,144,7039.771224
-8.633436,17,7044.267081
39.278004,114,7065.887404
-3.633211,73,7079.967628
38.846352,105,7099.448465
38.791977,96,7117.31465
38.982815,95,7135.033377
38.659724,97,7153.187865
39.934282,181,7185.773454
-4.218898,71,7199.310286
-0.455975,95,7217.010102
-4.076076,73,7231.067796
38.70727,112,7252.451631
-4.795165,50,7262.587924
39.562223,115,7283.70228
-0.117523,148,7310.513572
39.279271,182,7343.125348
-8.24538,23,7348.523803
39.191357,113,7369.528925
-1.611062,104,7388.968466
39.116827,104,7408.323338
39.683347,103,7428.303557
39.212546,174,7459.437706
-3.823047,50,7469.722225
39.798653,182,7502.23729
38.765488,115,7523.763614
38.548073,159,7552.348236
-4.57529,54,7563.068518
39.601174,208,7600.21427
39.070912,181,7633.90439
40.17951,204,7670.328777
39.128101,150,7697.434616
39.481576,145,7723.908347
38.93681,106,7743.408426
38.764293,118,7765.094857
-4.759459,51,7775.181687
35.223713,105,7795.273689
-4.338543,68,7808.442469
39.145917,104,7827.677096
39.138797,182,7860.153275
39.626344,130,7884.008435
39.268588,196,7919.07842
-4.789788,64,7931.808388
-2.320792,84,7947.997394
38.747188,101,7966.564776
38.895397,114,7988.495646
38.443,129,8012.048768
40.03127,158,8040.575733
39.247757,145,8066.929885
-1.437094,83,8082.635565
38.65286,117,8103.952169
-0.757019,145,8130.110527
38.977106,117,8151.393576
-8.694911,33,8159.008443
38.30165,98,8177.491271
39.40834,114,8198.340142
-3.479632,85,8214.667061
38.764557,84,8230.647837
38.856752,151,8257.90031
39.40955,138,8283.033635
-2.96215,107,8302.687138
-7.395124,12,8306.343728
38.990652,110,8327.172673
39.668271,147,8354.674442
-4.017326,62,8366.789862
39.39959,137,8391.535664
38.611352,156,8419.725073
-0.720054,151,8446.967042
39.610554,219,8485.907156
39.030875,198,8521.064319
39.213434,104,8541.168456
39.140906,114,8561.930104
39.504396,221,8601.194743
-6.710223,104,8620.318068
-7.787056,6,8622.651224
38.324089,104,8641.957729
39.629312,155,8669.908838
39.568938,145,8696.152263
38.707038,102,8715.936252
39.467852,214,8754.061712
38.786364,104,8773.543809
38.831091,140,8798.796169
-4.528032,72,8812.508395
39.224393,132,8836.675079
39.040913,220,8875.91065
38.824474,221,8916.222389
38.606518,128,8939.792355
39.708395,128,8963.46107
40.058864,173,8994.331866
39.783533,204,9030.434129
39.531736,117,9052.078069
38.752364,187,9086.422323
-8.756918,33,9093.310009
39.487715,145,9119.753287
38.999257,105,9139.278534
-2.432269,75,9153.745518
39.038977,129,9177.12647
39.467865,115,9198.37149
-4.159885,58,9209.857064
39.125646,124,9232.415414
-6.369224,85,9248.47566
38.654818,100,9267.645066
38.661015,127,9290.786034
-3.742628,72,9304.588567
38.98773,92,9322.266418
-4.826032,141,9347.952055
39.292013,187,9381.494397
38.678568,127,9404.827125
39.07852,109,9424.870883
38.8841,119,9447.460431
39.106409,223,9487.04934
38.794526,100,9505.912874
-2.665521,69,9519.127503
38.621188,121,9541.157619
38.643873,136,9565.799293
-4.629735,59,9577.114848
39.274575,112,9597.555132
39.086511,117,9619.167996
38.950062,175,9651.421111
-4.450151,105,9670.910885
39.235679,126,9694.048244
-0.688616,86,9710.270755
-3.708206,88,9726.938196
38.410191,100,9745.576359
-4.012585,56,9756.652729
39.049105,112,9777.217473
38.974972,127,9800.287121
-3.190494,68,9813.583641
38.669036,101,9833.138524
-5.841298,120,9855.039579
39.050764,109,9874.973704
38.881455,115,9896.056947
-5.267124,83,9911.876353
-4.049858,68,9925.192826
39.100092,178,9957.364715
-4.968784,80,9972.512788
39.403872,126,9996.104378
39.168814,126,10020.340317
-4.332047,51,10030.637778
38.977585,184,10063.598633
-2.537863,99,10082.037652
38.99325,116,10103.163459
39.397267,130,10126.904044
38.548727,90,10143.71295
38.97185,128,10167.269323
38.228907,126,10191.008167
38.475794,200,10226.399266
-4.379019,66,10239.377577
39.988084,176,10270.743862
38.573751,109,10290.66225
-8.832994,29,10296.816659
39.649644,178,10328.648398
39.251066,131,10352.467659
40.001327,127,10376.556611
38.258874,178,10408.349772
39.299014,185,10441.436131
38.877005,144,10467.546731
39.262762,112,10487.955659
38.749839,108,10508.036145
39.684524,177,10539.728339
39.073561,122,10562.824482
39.976598,148,10589.517063
-3.351414,59,10601.300914
38.568334,112,10621.912337
39.473652,207,10659.176366
39.665797,204,10695.67505
39.933658,116,10716.935293
39.077076,88,10734.370311
39.650994,214,10772.378914
39.991729,190,10806.371194
39.48059,97,10824.44638
-4.143797,49,10834.323776
39.062701,160,10863.306906
-4.51834,72,10876.984724
-8.652851,14,10880.763162
39.82447,148,10907.350339
39.144444,102,10927.160627
-7.465451,19,10931.832736
38.557337,138,10956.863684
38.719792,113,10977.70702
39.058979,89,10994.391677
38.849558,98,11012.722646
-2.869845,98,11030.80894
40.067266,113,11051.5722
39.224568,164,11081.075274
39.531243,100,11099.812353
-4.047833,91,11117.670423
-4.508377,66,11130.353127
-1.849326,79,11145.638073
38.743424,130,11169.333316
39.221779,114,11190.575854
-5.03414,86,11206.850918
-6.80287,26,11212.850324
38.619376,99,11231.496377
38.884207,146,11257.738469
39.512802,165,11287.741274
39.144683,151,11315.888402
39.394225,207,11352.723356
39.028229,112,11373.383207
-3.443916,64,11386.088313
39.520237,126,11408.888156
39.653298,134,11433.534056
-3.640269,63,11445.806763
39.424127,134,11470.329362
39.627438,93,11488.540335
39.558666,107,11508.472178
40.029553,175,11540.183259
38.996052,110,11560.37747
-5.4557,71,11574.027973
38.722601,115,11595.25472
40.001915,131,11619.332153
39.343498,107,11639.239363
39.266085,181,11672.38154
39.3431,88,11689.065438
-5.029925,34,11696.384373
38.70148,104,11715.487233
39.374874,122,11737.523829
-2.027999,115,11758.457129
38.768736,83,11774.203556
39.254772,130,11797.766466
38.930075,118,11819.333107
-0.965266,141,11844.835491
39.305038,147,11871.988398
38.570142,139,11896.928477
39.884787,103,11916.074281
0.38899,139,11941.292048
39.46845,106,11960.668519
-6.312139,53,11971.172303
38.759748,95,11988.807821
39.436385,94,12006.245193
39.115831,175,12038.764949
38.798605,98,12057.050408
39.434252,239,12099.187624
-5.535906,99,12117.962014
39.119203,120,12139.885075
39.590855,179,12171.722075
38.576977,83,12187.60445
38.407226,179,12220.650545
38.801259,170,12251.257876
38.629137,135,12276.132832
38.665298,151,12303.357818
38.347303,95,12321.243488
39.152044,113,12342.162554
39.058332,126,12365.204262
-4.559202,98,12383.283144
38.990245,156,12412.507704
38.532074,102,12431.488694
-0.921658,121,12453.578343
39.206745,188,12487.417284
-3.043734,220,12526.876169
39.499749,103,12545.782466
39.123023,146,12572.479117
-3.192198,106,12593.025136
39.149103,113,12613.59758
-3.897873,47,12623.23843
39.289046,92,12640.368892
-4.769111,118,12662.465054
39.68639,110,12682.731637
38.85006,126,12705.616196
39.531008,113,12726.686424
-4.811265,60,12738.63584
39.433564,117,12760.106482
-2.730214,223,12800.720204
39.258485,98,12818.953459
39.31718,105,12838.367064
38.865351,115,12859.519703
33.138824,126,12882.608545
39.335681,128,12905.904703
-0.836003,121,12927.968705
39.791629,119,12950.476758
38.742863,174,12981.640359
-1.807633,94,12999.472337
34.590491,164,13028.950252
39.108798,158,13057.373012
-2.071982,73,13071.384188
38.777485,120,13093.322146
-4.644735,41,13102.004297
-2.748297,71,13115.663254
39.436003,135,13141.199879
-0.902649,82,13156.84804
-1.449459,144,13183.009222
38.636642,147,13209.356024
38.980346,74,13223.641183
38.666275,130,13247.48812
38.926018,210,13285.116795
39.768985,115,13306.430522
39.611679,246,13350.648393
-8.784218,18,13355.085957
39.073894,87,13371.487992
38.232295,112,13392.336493
39.119264,101,13410.943088
38.875939,95,13428.866543
-5.003845,90,13445.655029
-4.081393,66,13458.552489
39.370653,211,13496.272177
39.326106,134,13521.647406
-3.847336,97,13539.556026
38.647476,124,13562.249098
39.234202,114,13583.267587
38.431368,120,13605.182428
-3.010699,68,13618.275344
39.712126,124,13641.001359
-4.516776,73,13655.039941
38.958165,98,13673.335024
-5.431459,84,13689.852657
38.340295,149,13717.116259
39.791995,106,13737.041763
-5.214553,69,13750.256341
38.909432,86,13766.378295
39.071878,152,13793.756405
38.94772,112,13814.465449
-5.516398,65,13826.975488
39.414383,119,13848.710096
39.163404,100,13867.233042
-6.122919,32,13874.116601
40.066144,201,13910.784345
-0.209431,98,13929.378532
39.00913,111,13949.996471
38.684246,133,13974.107705
38.28904,155,14002.38822
38.819943,178,14034.788104
38.40324,144,14061.690077
38.280183,97,14079.769512
38.968938,210,14117.292259
39.37345,99,14135.8572
38.678929,110,14156.006633
-4.321422,46,14165.546161
39.010001,110,14185.704077
38.32366,118,14207.640129
38.940522,94,14225.037911
-0.428307,117,14247.457244
-3.965499,55,14258.361544
39.223352,126,14281.34665
-5.384836,83,14296.978624
38.779841,99,14315.511384
39.565768,128,14339.104006
39.248894,119,14360.747028
38.818269,124,14383.40809
38.920075,107,14403.364766
-5.403184,77,14417.72915
-1.333355,73,14432.587539
-8.831636,30,14439.119857
39.32466,107,14459.033155
39.264513,167,14489.28784
-3.189157,75,14503.757262
39.798453,110,14523.967328
38.727996,112,14544.804616
30,1,14546.40816
-4.132522,61,14558.304358
39.323699,116,14579.576366
38.77428,112,14600.22797
38.965322,138,14625.982234
39.250398,129,14649.670344
-5.032712,125,14673.115912
38.724358,151,14700.34253
39.248676,116,14721.948923
-2.062534,89,14738.551614
39.197404,117,14760.148979
39.912828,238,14802.384908
-0.756961,81,14818.427609
38.870105,118,14839.963175
39.052985,154,14867.799902
-0.835271,83,14883.845077
-4.554042,95,14901.561946
39.760435,159,14930.430385
38.695843,129,14953.945269
39.626498,136,14978.573452
38.587121,88,14996.05701
39.028798,141,15021.479064
39.097,111,15042.107744
-4.5344,57,15053.270757
39.036504,118,15075.07061
39.74791,191,15109.452716
38.32969,167,15139.608201
39.603987,133,15163.885629
-2.063794,91,15181.880374
-4.587149,44,15191.198931
-7.006941,15,15195.45465
-5.607568,61,15207.347347
39.920508,156,15235.874569
38.999715,102,15254.661305
38.872817,213,15292.763519
38.910276,170,15323.529887
38.881914,152,15351.147838
39.132148,172,15383.263843
39.364543,149,15409.945419
-4.881575,46,15419.421579
39.001621,133,15443.810616
39.209609,119,15466.178992
38.6462,126,15489.247469
40.000278,198,15524.887117
39.081018,135,15550.306927
39.754998,115,15571.465451
-8.656629,14,15575.23616
39.279548,92,15592.724349
38.740196,110,15613.07142
39.627627,123,15635.70929
-4.562781,86,15651.937055
38.61315,117,15673.633683
38.703735,103,15692.84775
-4.960484,76,15707.556353
38.976838,110,15728.042027
39.832126,224,15768.5933
-1.061614,105,15788.225959
-5.100777,65,15800.710478
39.679747,140,15826.102237
39.942541,123,15848.770807
38.987488,138,15873.917611
39.010717,143,15899.812871
38.962338,84,15916.457748
38.358947,87,15932.671472
-1.538643,141,15958.57884
-0.567465,110,15978.72712
39.732585,95,15996.554128
39.882921,196,16031.50808
39.25726,131,16055.575969
39.337951,126,16078.649057
39.523904,117,16100.896428
38.904221,118,16122.5885
38.744219,92,16139.805386
-0.365681,107,16159.564646
39.533392,108,16179.370396
38.733301,167,16209.312393
39.920474,103,16228.540633
-3.254578,81,16243.933007
38.944614,104,16263.412557
38.970988,96,16281.691191
39.235863,96,16300.612184
39.409013,114,16321.658988
39.433931,142,16347.513993
39.551536,94,16365.000038
39.233626,145,16391.474521
38.482156,97,16409.690614
-4.23631,124,16432.605588
38.99585,136,16457.371755
38.990583,131,16482.236071
39.074708,139,16507.634274
39.62132,169,16538.163107
38.970376,102,16557.458859
39.302375,82,16572.998224
38.904838,137,16597.900092
39.46559,147,16624.235118
39.242906,111,16644.617729
-1.186912,80,16660.584283
-3.265244,60,16672.284278
38.788111,114,16693.044725
38.627093,113,16714.162031
39.21388,97,16732.660442
39.854654,104,16751.833408
-3.386358,60,16763.879995
39.330339,164,16793.300373
40.081499,168,16823.428089
39.427417,92,16841.609212
38.995594,143,16867.459822
39.293071,115,16888.714009
38.766129,77,16903.345481
38.934212,123,16925.839972
38.796391,105,16945.09839
39.021845,83,16961.023669
39.484932,87,16977.278812
38.678838,89,16993.934999
39.203414,191,17029.000063
38.330932,112,17049.643212
39.610235,146,17075.98191
38.908748,127,17099.396348
-8.788595,31,17106.292876
39.094428,117,17127.803207
38.571319,95,17145.719311
-2.627583,78,17160.554235
38.172436,129,17184.21234
39.509464,104,17203.658956
38.762999,235,17246.347253
39.125588,154,17274.308363
-0.156356,110,17294.630104
-3.451515,65,17307.225416
-1.408068,61,17319.106997
-4.127471,38,17327.034004
-4.994358,76,17341.623113
-7.113554,32,17348.622668
38.871583,79,17363.691858
39.451833,150,17391.014613
38.935257,156,17420.146058
38.755951,103,17439.336656
39.669186,127,17462.432714
-0.5697,78,17477.128362
39.672008,110,17497.33212
39.223496,124,17519.804664
39.65739,142,17545.604563
0.802263,141,17571.281049
38.843871,113,17592.757318
-2.047297,143,17618.686046
39.34892,95,17636.332835
38.935869,196,17671.78792
39.199366,82,17687.40869
38.584758,136,17712.16734
39.749023,94,17729.821345
39.461368,113,17750.468514
-3.614249,61,17762.416337
38.811107,96,17780.970321
39.446731,133,17805.220082
38.679913,113,17826.036524
39.142014,109,17846.274901
39.008835,129,17869.918691
39.32083,89,17886.654976
38.533864,75,17900.999701
39.075247,125,17923.894716
39.400496,114,17944.649412
39.678609,107,17965.454
38.599667,145,17991.738635
38.728892,85,18007.843839
39.004429,153,18035.452124
38.616417,97,18053.462067
38.925291,81,18069.010368
39.047164,119,18091.019471
-8.876489,25,18096.638146
39.316261,111,18116.913076
39.257675,129,18141.59852
39.639613,125,18164.310295
39.603344,100,18182.756948
39.683636,234,18223.890757
39.41507,121,18246.091007
39.627981,105,18265.385013
-3.447007,47,18274.932452
39.033784,132,18299.034857
39.364518,139,18325.50879
38.908788,146,18352.060137
-0.322441,160,18380.690323
39.51575,89,18397.200673
-3.53832,103,18416.328568
-2.925933,81,18431.643343
39.480528,181,18464.321134
38.431386,86,18480.483905
-2.952879,134,18504.944119
