#{"t_start": 1681267480.3165634, "env_id": "TurtleBot3tentabot_drl-v00"}
r,l,t
-8.910227,42,1547.336991
-14.286594,55,1558.331319
-10.739001,17,1562.713
-10.98309,33,1569.644594
-8.946192,72,1583.318575
-10.615478,25,1588.945781
-12.627117,133,1612.530913
-9.79786,11,1615.974704
-9.477017,84,1631.71769
-8.631216,132,1656.173191
-9.39166,46,1665.633733
-12.327446,83,1681.584709
-7.675315,34,1688.789249
-13.140371,31,1695.358017
-8.386244,55,1706.191252
-10.738236,59,1717.403535
-13.437986,50,1727.309576
-8.728573,23,1732.691191
-9.526513,44,1741.620218
-10.580763,17,1746.123521
-7.100792,40,1754.368997
-11.513041,72,1768.179095
-14.031202,33,1774.955147
-9.641706,24,1780.369525
-12.414075,113,1801.14696
-16.20123,116,1822.402951
-8.469566,42,1830.702997
-9.793837,14,1834.587281
-9.987044,17,1838.990321
-9.811271,15,1842.978483
-12.048779,65,1856.157773
-10.863525,43,1864.639287
-12.148775,121,1886.95527
-10.86917,26,1892.673627
-15.059882,51,1902.714131
-14.752062,57,1913.531582
-9.770028,67,1926.01544
-8.802802,26,1932.023062
-13.283253,25,1937.543303
-11.647714,42,1945.802479
-8.239534,35,1953.286784
-8.318245,26,1958.955806
-15.382121,41,1967.143922
-7.358863,28,1973.36662
-10.83954,17,1977.930619
-9.263484,169,2007.685421
-9.653658,101,2026.072818
-9.861476,11,2029.213135
-11.628372,33,2036.229869
-10.601325,21,2041.235755
-10.334434,22,2047.32443
-8.348496,250,2090.698907
-14.874327,72,2104.167657
-9.975909,59,2115.376028
-18.241408,113,2136.014561
-8.258437,27,2141.992482
-12.033264,74,2155.640541
-10.755005,14,2159.388528
-15.287954,194,2193.255915
-8.239485,25,2199.000952
-8.533854,26,2204.593326
-9.77542,50,2214.237693
-10.896519,14,2218.138584
-8.297397,14,2222.076058
-10.002492,33,2228.867638
-10.888835,58,2240.657355
32.928461,85,2256.226272
-15.334127,70,2269.557765
-10.18772,15,2273.427307
-9.834497,11,2276.638286
-21.28099,102,2295.265809
-3.568198,90,2311.778208
-10.769354,19,2316.57198
-5.518451,87,2333.140004
-9.22759,145,2359.180792
-8.294196,44,2367.956978
-8.456556,22,2372.919146
-9.76235,29,2379.271116
-10.94178,59,2390.983028
-21.034413,134,2414.969318
-15.786082,71,2429.527133
-8.51463,29,2435.766856
-9.863692,12,2439.096761
-9.775359,51,2449.012014
-7.830965,81,2463.946692
-10.194159,63,2475.975305
-16.116521,68,2488.686682
35.403177,117,2510.284268
-6.774303,39,2518.511329
-11.046542,30,2525.195753
-8.377787,47,2534.683784
26.240147,132,2558.602817
-14.720326,47,2567.849453
-9.376565,15,2571.996118
-8.775332,27,2578.102348
-8.585392,32,2584.921693
-12.211135,117,2606.699301
31.111801,84,2623.717396
-16.503634,118,2644.961415
-9.767645,14,2648.711198
-10.987673,18,2653.291092
-10.809028,41,2661.750643
-11.496358,84,2677.811311
-9.141564,27,2683.808004
-8.547262,37,2691.473183
-9.19121,41,2699.859342
27.198841,127,2722.715303
-8.983478,72,2736.144357
-10.448417,79,2750.999354
-10.207704,26,2756.724345
-8.590209,23,2761.990878
-14.581172,55,2772.51335
32.792814,162,2801.095532
-8.959123,63,2814.209653
34.59072,114,2834.94295
-10.709634,18,2839.22665
-9.167724,120,2860.772519
-21.24529,213,2898.003614
28.110728,139,2923.590596
-11.244812,22,2928.662278
-8.369008,12,2932.062613
-8.839076,13,2935.637831
-9.890542,15,2939.415715
-18.451765,43,2948.137592
-8.209927,26,2954.061557
-9.184283,19,2958.590631
29.541532,157,2987.067244
-11.129539,182,3020.29176
-10.221627,22,3025.360416
-10.257108,98,3043.131332
-10.254772,23,3048.47909
-11.300055,58,3059.56296
28.7579,119,3081.331579
-13.940164,109,3100.776762
-11.806335,62,3112.624775
-9.273236,30,3118.967848
29.20712,67,3131.612278
-8.085866,24,3137.202695
-6.820327,137,3161.83138
-3.119259,144,3187.894599
-10.569316,15,3192.597273
-20.674894,109,3212.427126
-9.349692,11,3215.618649
-10.678851,49,3225.389774
-9.747327,19,3230.085634
-3.326023,124,3252.326381
33.716004,137,3276.996314
-9.019225,55,3287.745558
-5.736023,117,3309.270118
-9.104596,215,3346.761851
-8.226001,26,3352.555353
-9.747805,40,3360.71125
-8.481997,123,3383.755914
30.94546,73,3397.681076
-4.309189,96,3415.650385
-10.024697,60,3427.170417
-5.677373,62,3439.035181
-13.833235,200,3474.266729
31.671001,180,3506.144363
-9.866992,13,3509.812104
-7.803418,128,3532.652263
-11.936289,21,3537.439276
-6.188532,133,3560.974574
-8.458378,25,3567.417045
30.678666,104,3586.42328
-8.252964,36,3594.002809
31.685718,33,3601.209955
28.165043,102,3619.77811
-9.632727,22,3624.975491
-11.870164,79,3639.56905
-9.581545,19,3644.127442
-9.707469,58,3655.41932
-13.934022,56,3666.015785
-9.496409,36,3673.588161
28.313279,91,3690.252558
-9.031737,20,3694.994486
33.328808,86,3711.205434
-9.127768,13,3714.822881
-8.718473,34,3721.893129
-9.417152,26,3727.57148
-8.336415,119,3749.427956
-8.232658,22,3754.579165
-8.576844,26,3760.272783
-16.786919,226,3800.684618
33.26746,192,3834.463536
-8.464659,229,3874.928237
-8.182239,18,3879.407997
-9.870855,21,3884.18982
-7.508387,46,3893.32735
-8.210194,22,3898.57079
29.740496,72,3912.351492
-10.373354,25,3918.148499
32.451992,100,3936.843304
30.899297,41,3945.186377
-9.632197,32,3952.68956
32.739841,54,3963.236077
32.145058,129,3986.31254
-10.0415,15,3990.175807
31.531953,98,4008.296123
31.642204,203,4043.890709
-11.237816,103,4062.707253
-11.496942,187,4095.962865
-8.924201,51,4106.320473
30.996522,108,4125.917479
32.932068,127,4149.751324
-6.732589,103,4168.735559
-10.876028,115,4189.384662
-20.794737,64,4201.404429
-10.399408,17,4205.784379
-6.909385,57,4216.640621
31.273217,123,4239.186337
-9.321462,73,4252.890056
-10.189751,17,4257.017214
30.627599,217,4294.809837
33.08472,123,4318.312675
-9.66514,18,4322.680572
-12.25071,35,4330.036215
-4.878935,175,4360.844592
-9.104199,11,4364.294638
-10.084503,15,4368.372583
-11.153478,48,4377.780504
26.072461,113,4398.225945
-8.484739,135,4422.801337
-9.738772,46,4431.839228
33.301237,70,4445.511243
-9.894469,13,4449.041449
26.359611,55,4459.580118
30.387839,68,4472.637428
-10.205387,41,4481.150111
-10.298171,110,4500.908617
32.664947,108,4521.177774
33.09414,80,4536.189252
32.402032,135,4560.345749
30.974484,169,4590.778769
35.573539,107,4610.151989
-10.264121,14,4613.929924
-10.133894,20,4618.567866
-11.893228,117,4639.625148
-9.182762,38,4647.467396
33.382422,49,4657.298221
32.559928,153,4684.781857
-10.699227,15,4688.834262
-9.826941,21,4693.70566
32.952466,106,4713.956018
-13.342016,30,4720.231722
-13.075916,157,4748.254802
-9.098242,122,4770.117185
-8.742309,11,4773.373671
-8.339242,59,4784.740289
-9.960555,24,4790.364272
-9.830606,14,4794.135763
31.83907,122,4816.783471
-9.645162,15,4820.83399
-9.492257,11,4824.078706
-9.267275,45,4833.00652
32.5524,66,4845.487866
-8.415492,110,4865.356372
34.004051,115,4886.591594
-7.583079,56,4898.446533
-9.987349,12,4901.878901
31.275859,78,4916.916058
-11.368056,30,4923.187317
-9.82388,15,4927.00665
-8.715175,22,4932.065996
-6.018903,86,4948.167699
-6.458128,84,4964.233646
28.87121,141,4989.737305
-9.752643,18,4994.191244
-10.918889,47,5003.65902
-8.194159,141,5029.476348
-4.550692,109,5049.506693
-9.57373,12,5052.833702
-9.494406,19,5057.619467
-7.061117,75,5071.716662
34.465348,155,5100.047888
30.301271,100,5118.466867
-8.442069,117,5139.920306
36.120128,164,5169.287432
-11.641411,33,5176.393189
32.972656,74,5190.365106
-10.358039,13,5193.898885
-17.623261,65,5206.287611
-5.075905,169,5235.998834
33.884509,117,5257.245196
-7.843911,41,5265.610605
-9.184936,60,5278.006543
27.578451,142,5303.585932
-13.39463,167,5333.322295
-9.019531,12,5336.8468
-8.079258,15,5340.943098
-16.838461,64,5353.043957
24.490886,129,5375.957753
-11.639302,38,5383.694974
-8.021063,42,5392.094355
-8.190943,114,5412.919818
-9.882833,11,5416.022714
31.337954,52,5426.290586
-8.217463,141,5451.520727
-9.500996,29,5458.556067
-7.917179,49,5468.03829
-9.206218,22,5473.098402
29.62281,162,5502.223364
30.900564,38,5510.36879
-9.938634,69,5523.567879
33.945864,130,5546.835664
33.087824,201,5582.955292
-7.262545,120,5604.913379
-8.438982,47,5614.145898
31.424006,42,5622.776025
32.768135,173,5654.145
-4.210941,199,5689.49025
-12.663517,118,5710.679764
32.956532,114,5730.9608
33.636971,135,5755.486561
-15.100048,140,5780.411896
-5.753005,99,5799.021481
32.812551,123,5821.846228
29.052411,75,5837.115576
-7.028449,95,5854.709016
-8.924541,23,5859.830696
28.729674,122,5881.986999
-10.104616,16,5886.240134
-7.912627,39,5894.384712
32.131678,184,5927.164104
32.037595,138,5952.36661
-11.841068,43,5961.10157
-2.208205,153,5988.457091
-10.518058,59,6000.039363
-7.977105,263,6047.238561
-9.962576,14,6051.217811
-9.041942,26,6056.953776
-8.3647,126,6079.483685
-5.230405,125,6102.387302
30.719048,100,6120.821567
34.16015,67,6133.471895
33.193298,88,6150.026974
-7.710912,26,6155.98398
31.911543,64,6168.18294
32.993048,124,6190.666791
33.304144,72,6205.465432
34.447096,187,6238.753278
33.613224,125,6261.446738
-4.135551,150,6288.233712
-19.080287,110,6308.066303
-9.983689,66,6320.629009
34.470695,97,6338.79707
31.08732,81,6354.058414
-16.23912,138,6378.431751
-7.154746,91,6395.939338
33.322772,122,6418.268675
29.771942,98,6436.31966
33.557408,142,6461.738345
24.921488,64,6474.227318
35.050307,122,6496.463539
-11.612788,29,6502.758922
-9.723934,14,6506.384446
33.156021,84,6522.097855
-9.497158,17,6526.256585
22.935014,218,6564.841417
34.287002,129,6588.786716
31.970268,39,6597.126781
-9.653825,158,6625.538949
33.624147,71,6638.751964
35.542401,124,6661.049227
-12.513569,175,6691.960457
33.191694,99,6710.251263
31.979079,45,6719.212596
33.288122,131,6742.408155
32.015805,59,6754.514941
32.616493,75,6768.621061
-8.994569,23,6773.881472
-16.939005,75,6787.7898
30.381634,110,6808.244812
33.498826,174,6839.18075
33.039229,91,6856.256946
-6.662505,91,6872.878839
-13.910715,78,6887.591794
35.126689,143,6913.295329
31.979334,42,6921.906338
32.540146,219,6961.143534
34.81424,106,6980.750814
-9.481353,54,6991.653792
30.702378,153,7018.889606
34.056181,125,7042.211426
32.317024,49,7051.937609
32.754052,118,7073.12114
-10.130887,95,7090.482614
33.98047,116,7111.941972
34.182541,86,7128.466977
-10.365924,173,7159.157477
-8.392856,18,7163.594804
-13.830369,236,7205.109301
38.710928,140,7230.588033
33.488368,87,7246.979874
36.668698,145,7273.03774
34.571828,107,7292.350929
38.23269,157,7321.158647
31.116656,43,7329.818261
-10.543773,24,7335.311534
32.155565,165,7364.918215
26.299851,102,7383.697212
35.551215,168,7413.825333
34.084816,118,7435.286747
-7.434804,47,7444.734713
-12.683284,40,7452.986675
35.962393,127,7475.9038
31.724222,149,7503.261246
37.335251,178,7535.337306
29.916803,66,7547.762348
-16.783682,53,7558.149539
-7.269889,47,7567.359079
33.390196,110,7587.129331
34.407628,106,7606.778996
-11.057348,161,7635.618404
34.694497,97,7653.558533
31.599986,133,7678.474548
32.127503,101,7696.919003
-8.59741,10,7700.076509
31.865533,80,7714.948906
-9.532195,14,7718.891156
31.903064,40,7727.358825
29.676604,106,7746.873488
31.235992,50,7756.783316
31.870071,35,7763.935911
-8.791514,12,7767.368552
34.629028,284,7817.016707
31.635719,125,7839.830473
32.185602,53,7850.023787
34.784006,106,7870.483925
31.149089,71,7883.946726
-11.009383,19,7888.538654
31.510292,131,7911.711841
-9.521592,24,7917.107757
32.933073,103,7936.228435
-7.158943,47,7945.431625
-8.786439,34,7952.444747
33.41075,150,7979.381606
-10.909292,51,7989.533817
35.983509,186,8022.465274
37.393603,199,8058.313439
32.216065,52,8068.713676
26.446872,141,8093.963322
30.622474,79,8109.027298
36.501205,130,8132.697062
28.948036,82,8147.919257
30.696172,87,8164.300141
35.980923,109,8184.395022
-10.696914,98,8202.196011
31.422639,123,8224.226084
-24.154116,234,8265.789133
34.486854,99,8284.17294
29.303978,116,8305.286959
30.348226,92,8322.511348
32.890188,103,8341.602193
-7.645542,71,8355.042507
-9.229834,19,8359.536212
33.353152,123,8381.977919
33.147732,95,8399.735766
-8.453698,27,8405.73575
33.052284,90,8423.96132
33.621743,133,8447.934538
31.839435,33,8454.978698
26.886518,261,8500.16032
33.461217,69,8513.567375
36.704946,194,8547.905869
37.204916,195,8582.355342
-10.790982,27,8588.380159
34.079847,77,8603.550178
33.059591,58,8615.064894
-9.931555,50,8624.752005
31.74788,182,8657.626925
31.576978,82,8673.328755
32.79299,102,8692.161617
-9.182971,18,8696.513278
-9.004956,18,8700.882539
33.980321,86,8716.81595
35.296501,104,8735.826347
34.315965,83,8751.083469
-8.911663,14,8754.828517
36.255246,146,8781.037459
34.712904,81,8797.377312
37.196211,130,8820.796592
-8.434715,40,8829.02775
-7.395181,94,8846.581059
35.291375,117,8868.419348
36.655503,157,8896.374833
-6.90777,57,8907.731516
31.455331,47,8917.100664
32.149195,49,8927.212163
-9.064238,14,8930.826024
-6.346585,56,8941.688041
33.540263,139,8966.35675
30.238702,96,8984.936524
-11.656723,42,8993.298605
34.159116,79,9008.402921
35.941328,108,9027.979831
32.542889,117,9049.480411
33.359227,57,9060.702265
36.256021,115,9081.590561
33.073528,60,9093.053834
30.808697,112,9113.786756
-8.227566,21,9118.728313
30.779274,47,9128.199235
31.013763,105,9147.583413
30.622069,85,9163.334543
37.544748,112,9184.496524
-10.220439,17,9188.752989
-10.757042,15,9192.755759
19.529413,231,9233.184441
33.84056,148,9260.150518
36.942186,118,9281.861225
33.003165,53,9292.207211
-11.468282,114,9313.50568
31.881341,38,9321.518106
33.001774,71,9334.953352
30.46248,157,9363.422782
30.279062,110,9383.188763
34.647532,116,9404.332738
-12.770514,23,9409.623806
35.211238,120,9431.598206
-11.410426,100,9450.223712
30.92433,21,9455.124323
32.605064,121,9477.259575
-3.87664,120,9499.507919
32.894718,62,9511.568549
-8.471852,15,9515.827058
32.171629,28,9522.086098
30.338425,45,9531.338989
33.753953,100,9550.776307
36.765136,109,9570.986037
31.617453,60,9583.138694
35.63584,89,9599.822442
32.507779,59,9610.91856
32.909057,53,9621.462924
-8.317979,24,9626.97042
34.598916,76,9641.371443
34.718348,111,9661.646544
35.008803,88,9677.723093
34.034113,118,9698.741731
33.858194,94,9716.267552
34.294065,142,9742.737386
37.482865,149,9769.505324
34.677875,111,9789.763429
37.040428,132,9813.699009
36.111755,121,9835.765254
34.539491,78,9850.391126
36.75631,101,9868.859163
-14.60628,49,9878.532044
35.685261,115,9899.252314
-9.261559,59,9910.446137
38.245751,109,9931.17148
33.631545,57,9942.051816
33.409269,68,9955.159955
32.141269,110,9974.831019
31.282242,26,9980.618025
33.125977,51,9990.919591
34.210459,99,10009.024863
38.67444,149,10035.644927
-9.134733,23,10040.929423
29.461073,105,10059.971691
35.232459,144,10085.629333
33.036173,84,10102.248945
33.080022,112,10122.6852
30.756163,78,10136.871213
34.236427,77,10151.08919
37.534108,115,10171.804201
35.466233,87,10188.062403
30.044927,65,10200.256655
-9.612836,22,10205.467171
-11.400439,45,10214.326343
32.648291,67,10227.234429
39.001633,143,10252.74182
-13.527847,86,10268.507141
32.952613,66,10281.135541
33.206294,50,10291.665326
-9.514846,40,10299.957467
30.69551,66,10312.678292
33.368549,66,10325.296023
36.697848,89,10341.848427
37.906157,129,10365.077404
-12.514215,46,10374.333487
-10.486599,17,10378.502205
33.073731,76,10392.98875
32.447103,29,10399.494365
33.263222,79,10414.398111
32.339646,85,10430.126171
33.571891,79,10445.263525
34.676101,96,10462.728257
34.547335,89,10479.930749
-9.723232,15,10483.73394
33.990321,55,10494.547734
34.017634,70,10507.690497
-10.609365,41,10515.956274
29.940949,121,10537.939291
-6.956884,43,10546.677669
-9.084047,8,10549.590667
30.716012,54,10560.353728
28.789569,123,10582.439093
33.437793,51,10592.513049
35.088075,84,10608.614992
33.908698,120,10630.298766
37.22019,90,10646.997951
-10.187775,15,10650.776277
33.908838,74,10665.07781
36.610143,95,10683.320675
34.363278,93,10700.17854
-7.642459,54,10710.585511
37.211794,108,10730.20083
-8.102913,14,10733.783468
32.554956,38,10741.511353
36.365376,78,10756.182956
-11.273882,37,10763.649158
-5.894832,102,10782.449914
32.463734,82,10797.448215
35.99977,87,10813.663953
35.563022,131,10837.187344
37.300118,118,10859.39429
32.596024,35,10866.820475
34.784932,95,10884.3745
37.086584,101,10903.010434
31.519837,82,10918.117789
34.933063,64,10930.122584
32.443694,64,10942.151288
31.898695,48,10951.573672
33.403823,77,10965.958777
38.059238,109,10985.876126
34.494639,52,10996.295855
32.434887,67,11009.186221
35.231832,92,11026.552955
-9.956477,44,11035.25526
-9.403595,24,11040.869215
30.499679,78,11056.133994
32.317316,37,11063.741012
33.81409,63,11075.527352
-11.735243,21,11080.380358
-8.891615,51,11090.182851
-10.95133,30,11096.669251
35.337771,132,11120.293232
32.225574,50,11130.040627
37.888328,97,11148.0692
29.774311,116,11169.430178
-4.24226,108,11189.436279
33.365137,133,11213.271697
34.512381,69,11226.958254
34.437014,81,11242.916648
-9.292196,15,11246.667703
31.635484,55,11257.138148
32.721566,68,11269.901608
31.798122,63,11282.063313
-8.953412,17,11286.270679
32.791498,112,11306.823402
28.329995,65,11319.146816
34.714761,92,11336.467339
34.880891,70,11350.084369
-10.604159,13,11353.66344
-8.233807,23,11359.16629
29.291145,130,11382.735581
-3.370145,86,11398.762136
-10.412504,13,11402.333743
33.024039,63,11414.655111
-7.520902,49,11424.487308
35.132744,84,11441.032584
31.701925,61,11452.807395
32.221805,49,11462.629842
34.259636,58,11474.195576
34.176564,93,11491.671343
-8.166341,38,11499.614642
-9.081633,13,11503.155538
31.309203,47,11512.704619
32.956905,72,11526.162959
29.773476,90,11542.853482
31.688274,59,11553.999552
35.499188,98,11571.851937
32.946377,40,11579.885291
-8.999453,17,11583.972124
32.345539,44,11592.885211
32.781456,59,11604.310586
32.997142,69,11617.305924
35.954116,73,11632.104723
32.273963,51,11642.157351
-8.981804,20,11646.911397
-10.288831,21,11651.824328
34.133506,65,11663.927756
-10.562346,22,11668.949459
-11.095932,26,11674.66276
34.156363,90,11691.338966
36.409449,122,11713.430542
36.459896,145,11739.37006
-8.21562,22,11744.752784
-9.934318,18,11749.278485
33.678251,55,11759.784527
33.170296,48,11769.200531
36.853724,98,11787.382162
35.489088,112,11807.903826
33.385976,53,11818.316547
34.182233,67,11831.787126
35.644754,84,11847.483446
35.229241,88,11863.903223
20.665295,99,11881.575547
32.212786,39,11889.516024
37.620794,116,11910.525126
-8.242413,20,11915.47327
31.222125,53,11925.717817
34.558645,68,11938.765923
33.327745,64,11950.946378
38.306714,172,11981.553419
34.805478,109,12001.764689
31.400616,68,12015.647285
33.483882,37,12023.494445
-5.421805,48,12033.037095
35.202494,69,12046.039792
-12.698575,95,12063.529413
-9.217477,10,12066.581344
32.845471,72,12080.23808
33.079998,113,12100.825441
35.901886,91,12117.947176
34.361856,70,12131.126403
36.856548,123,12153.246593
33.93966,78,12167.657933
35.353118,97,12185.82796
37.445741,94,12204.225535
37.18291,117,12225.628832
34.098299,69,12238.503368
-8.594654,35,12245.645667
32.597578,48,12255.156959
36.25402,121,12277.170771
-9.788357,15,12280.94729
32.376898,67,12294.136945
35.658907,112,12314.715866
33.239162,60,12326.403362
33.049097,60,12338.430127
36.519817,124,12360.761233
33.550173,59,12372.116676
-9.499029,14,12375.826264
34.116741,43,12384.319889
30.670118,43,12393.963298
33.760678,62,12406.083297
33.235924,87,12422.12456
-7.584448,26,12427.949386
31.584477,84,12443.546909
33.414062,55,12454.261199
33.71133,94,12471.699972
30.656039,52,12482.006257
-8.112299,16,12486.217961
33.369803,67,12499.271721
32.000888,118,12520.778308
34.873676,101,12539.583669
32.568974,56,12550.563489
34.075987,66,12563.55787
-8.778672,17,12567.700395
27.091603,105,12587.399331
31.513739,57,12598.598359
31.395073,47,12608.132828
31.034589,42,12616.677437
31.004607,44,12625.704093
36.128107,110,12646.07468
35.242442,88,12662.308765
-9.650399,31,12668.750167
37.352374,100,12687.266416
34.924681,88,12703.621009
38.39949,120,12725.647835
32.824723,55,12736.344729
-9.278366,27,12742.282096
33.141774,51,12752.372341
34.632749,56,12763.184479
36.094414,104,12783.144779
37.796054,122,12805.308456
32.717607,61,12817.535421
31.368774,58,12828.959692
-16.688633,47,12838.26497
37.957279,122,12860.321216
34.890911,86,12876.707381
35.360952,80,12891.587697
34.253657,105,12910.906586
34.476869,75,12925.20961
34.11559,75,12939.273176
37.449318,102,12958.149409
33.807002,90,12975.819525
32.234105,52,12986.371401
35.613493,124,13008.872189
35.423328,77,13023.27881
29.68577,118,13044.66296
-18.684889,100,13062.562869
29.572056,122,13084.667676
32.867006,57,13095.70703
-3.455285,123,13118.009195
36.365743,67,13130.722344
32.790047,45,13140.117517
-13.131615,14,13143.865429
33.662354,56,13155.300738
34.15843,99,13173.494373
32.340467,74,13187.164753
-10.005273,51,13197.083397
27.921264,72,13210.683856
-7.903385,16,13214.749207
34.282901,64,13227.411661
-10.158249,80,13242.243948
33.298637,55,13253.170489
-8.81327,11,13256.420965
-10.064344,35,13263.804724
-10.885447,19,13268.318792
34.252054,58,13279.639042
35.355694,90,13296.215579
34.06154,52,13306.819679
34.0992,64,13319.025007
33.05446,81,13334.243564
-9.510241,18,13338.557673
32.33656,178,13370.785479
33.23076,66,13383.17722
33.465877,58,13394.647599
34.056734,67,13407.572552
32.858677,119,13428.919048
35.539985,95,13446.395478
31.567477,84,13462.016507
32.772224,60,13473.617898
36.781308,104,13492.952626
34.548841,72,13506.655429
34.494704,78,13521.543953
37.414309,99,13540.701871
-10.35423,29,13546.851162
33.711917,77,13561.244688
32.481248,55,13571.816287
33.94116,40,13580.227097
37.845352,118,13601.659359
-10.248936,15,13605.464586
37.540258,120,13627.566155
32.992368,56,13638.675676
31.937651,59,13650.282888
-9.142956,20,13655.233861
34.073062,68,13667.964452
37.899671,101,13686.695793
-12.590493,86,13702.579894
31.492904,26,13708.34182
36.103926,94,13726.437515
-9.756286,26,13732.092139
29.90042,49,13741.936416
33.854877,70,13755.553774
28.633404,87,13771.922849
36.364772,101,13790.687444
32.016586,50,13800.547683
32.764349,62,13812.532936
33.377061,77,13826.708951
38.1185,115,13847.71904
34.473655,72,13861.432264
32.153825,100,13879.860177
34.591049,72,13893.527246
-4.49997,86,13909.685698
32.422134,48,13919.849437
31.585154,33,13926.646027
-6.624253,38,13934.398476
36.091786,76,13948.64373
33.594888,96,13966.299299
33.419611,52,13976.639264
20.020396,143,14002.267281
-9.304275,12,14005.557209
14.765979,160,14034.095046
33.818484,60,14045.466395
35.054491,98,14063.510015
34.224903,68,14076.511267
34.101554,65,14088.912799
36.100521,89,14106.159592
32.297096,68,14118.975345
28.655455,70,14132.224692
38.529786,116,14153.226556
33.822237,65,14165.433473
31.932028,37,14172.882205
31.206655,41,14181.009605
