0.01,0
0.01,0.214286
0.01,0.428571
0.01,0.642857
0.01,0.857143
0.01,1.07143
0.01,1.28571
0.01,1.5
0.01,-0.214286
0.01,-0.428571
0.01,-0.642857
0.01,-0.857143
0.01,-1.07143
0.01,-1.28571
0.01,-1.5
0.308,0
0.308,0.214286
0.308,0.428571
0.308,0.642857
0.308,0.857143
0.308,1.07143
0.308,1.28571
0.308,1.5
0.308,-0.214286
0.308,-0.428571
0.308,-0.642857
0.308,-0.857143
0.308,-1.07143
0.308,-1.28571
0.308,-1.5
0.606,0
0.606,0.214286
0.606,0.428571
0.606,0.642857
0.606,0.857143
0.606,1.07143
0.606,1.28571
0.606,1.5
0.606,-0.214286
0.606,-0.428571
0.606,-0.642857
0.606,-0.857143
0.606,-1.07143
0.606,-1.28571
0.606,-1.5
0.904,0
0.904,0.214286
0.904,0.428571
0.904,0.642857
0.904,0.857143
0.904,1.07143
0.904,1.28571
0.904,1.5
0.904,-0.214286
0.904,-0.428571
0.904,-0.642857
0.904,-0.857143
0.904,-1.07143
0.904,-1.28571
0.904,-1.5
1.202,0
1.202,0.214286
1.202,0.428571
1.202,0.642857
1.202,0.857143
1.202,1.07143
1.202,1.28571
1.202,1.5
1.202,-0.214286
1.202,-0.428571
1.202,-0.642857
1.202,-0.857143
1.202,-1.07143
1.202,-1.28571
1.202,-1.5
1.5,0
1.5,0.214286
1.5,0.428571
1.5,0.642857
1.5,0.857143
1.5,1.07143
1.5,1.28571
1.5,1.5
1.5,-0.214286
1.5,-0.428571
1.5,-0.642857
1.5,-0.857143
1.5,-1.07143
1.5,-1.28571
1.5,-1.5
