0.01,0
0.01,0.133333
0.01,0.266667
0.01,0.4
0.01,0.533333
0.01,0.666667
0.01,0.8
0.01,-0.133333
0.01,-0.266667
0.01,-0.4
0.01,-0.533333
0.01,-0.666667
0.01,-0.8
0.1325,0
0.1325,0.133333
0.1325,0.266667
0.1325,0.4
0.1325,0.533333
0.1325,0.666667
0.1325,0.8
0.1325,-0.133333
0.1325,-0.266667
0.1325,-0.4
0.1325,-0.533333
0.1325,-0.666667
0.1325,-0.8
0.255,0
0.255,0.133333
0.255,0.266667
0.255,0.4
0.255,0.533333
0.255,0.666667
0.255,0.8
0.255,-0.133333
0.255,-0.266667
0.255,-0.4
0.255,-0.533333
0.255,-0.666667
0.255,-0.8
0.3775,0
0.3775,0.133333
0.3775,0.266667
0.3775,0.4
0.3775,0.533333
0.3775,0.666667
0.3775,0.8
0.3775,-0.133333
0.3775,-0.266667
0.3775,-0.4
0.3775,-0.533333
0.3775,-0.666667
0.3775,-0.8
0.5,0
0.5,0.133333
0.5,0.266667
0.5,0.4
0.5,0.533333
0.5,0.666667
0.5,0.8
0.5,-0.133333
0.5,-0.266667
0.5,-0.4
0.5,-0.533333
0.5,-0.666667
0.5,-0.8
0,0.6
