0.01,0
0.01,0.114286
0.01,0.228571
0.01,0.342857
0.01,0.457143
0.01,0.571429
0.01,0.685714
0.01,0.8
0.01,-0.114286
0.01,-0.228571
0.01,-0.342857
0.01,-0.457143
0.01,-0.571429
0.01,-0.685714
0.01,-0.8
0.1325,0
0.1325,0.114286
0.1325,0.228571
0.1325,0.342857
0.1325,0.457143
0.1325,0.571429
0.1325,0.685714
0.1325,0.8
0.1325,-0.114286
0.1325,-0.228571
0.1325,-0.342857
0.1325,-0.457143
0.1325,-0.571429
0.1325,-0.685714
0.1325,-0.8
0.255,0
0.255,0.114286
0.255,0.228571
0.255,0.342857
0.255,0.457143
0.255,0.571429
0.255,0.685714
0.255,0.8
0.255,-0.114286
0.255,-0.228571
0.255,-0.342857
0.255,-0.457143
0.255,-0.571429
0.255,-0.685714
0.255,-0.8
0.3775,0
0.3775,0.114286
0.3775,0.228571
0.3775,0.342857
0.3775,0.457143
0.3775,0.571429
0.3775,0.685714
0.3775,0.8
0.3775,-0.114286
0.3775,-0.228571
0.3775,-0.342857
0.3775,-0.457143
0.3775,-0.571429
0.3775,-0.685714
0.3775,-0.8
0.5,0
0.5,0.114286
0.5,0.228571
0.5,0.342857
0.5,0.457143
0.5,0.571429
0.5,0.685714
0.5,0.8
0.5,-0.114286
0.5,-0.228571
0.5,-0.342857
0.5,-0.457143
0.5,-0.571429
0.5,-0.685714
0.5,-0.8
0,0.6
